시험고유번호,시험명,과목,대단원,중단원,정답,배점,표준반응시간(초),표준총응시시간(초),생성일,과정번호,분류코드
1044,구미중3_기말대비3_012,,,,"[3, -13, -5, 1, 2, 1, 3, 8]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0116', 'BDM_MAC3_0003', 'BDM_MAC3_0101', 'BDM_MAC3_0190', 'BDM_MAC3_0054', 'BDM_MAC3_0109', 'BDM_MAD3_0176', 'BDM_MAC3_0154']"
1045,구미중3_기말대비3_013,,,,"[1, 2, -7, 3, 5, 8, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0053', 'BDM_MAC3_0230', 'BDM_MAC3_0136', 'BDM_MAC3_0201', 'BDM_MAC3_0069', 'BDM_MAC3_0061', 'BDM_MAC3_0228', 'BDM_MAC3_0122']"
1046,구미중3_기말대비3_014,,,,"[1, 2, 3, 5, 5, 3, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0047', 'BDM_MAD3_0162', 'BDM_MAD3_0096', 'BDM_MAC3_0205', 'BDM_MAD3_0144', 'BDM_MAC3_0013', 'BDM_MAC3_0141', 'BDM_MAD3_0219']"
1047,구미중3_기말대비3_015,,,,"[4, 1, 2, 4, 3, 2, 3, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0099', 'BDM_MAD3_0269', 'BDM_MAD3_0155', 'BDM_MAC3_0108', 'BDM_MAC3_0140', 'BDM_MAC3_0238', 'BDM_MAD3_0150', 'BDM_MAC3_0028']"
1048,구미중3_기말대비3_016,,,,"['1,4', '2', '8', '5', '3', '1', '1', '5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0149', 'BDM_MAD3_0140', 'BDM_MAD3_0266', 'BDM_MAD3_0098', 'BDM_MAD3_0055', 'BDM_MAD3_0047', 'BDM_MAC3_0186', 'BDM_MAD3_0044']"
1049,구미중3_기말대비3_017,,,,"[2, 4, 3, 5, 30, 12, 1, -3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0104', 'BDM_MAC3_0113', 'BDM_MAD3_0222', 'BDM_MAD3_0052', 'BDM_MAD3_0061', 'BDM_MAC3_0020', 'BDM_MAD3_0014', 'BDM_MAC3_0022']"
1050,구미중3_기말대비3_018,,,,"['1,5', '7', '-1', '3', '4', '-2', '1', '2']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0230', 'BDM_MAD3_0082', 'BDM_MAD3_0059', 'BDM_MAC3_0117', 'BDM_MAD3_0256', 'BDM_MAC3_0058', 'BDM_MAD3_0198', 'BDM_MAC3_0125']"
1051,구미중3_기말대비3_019,,,,"[1, 2, 36, 42, 10, 4, 2, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0094', 'BDM_MAD3_0224', 'BDM_MAC3_0196', 'BDM_MAC3_0001', 'BDM_MAD3_0026', 'BDM_MAC3_0083', 'BDM_MAD3_0011', 'BDM_MAD3_0196']"
1052,구미중3_기말대비3_020,,,,"[3, 255, 4, 3, 1, 3, 5, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0044', 'BDM_MAC3_0243', 'BDM_MAD3_0216', 'BDM_MAD3_0157', 'BDM_MAC3_0067', 'BDM_MAC3_0080', 'BDM_MAD3_0227', 'BDM_MAD3_0173']"
1053,구미중3_기말대비3_021,,,,"[5, 1, 1, 4, 4, 1, 1, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0019', 'BDM_MAD3_0119', 'BDM_MAC3_0229', 'BDM_MAD3_0203', 'BDM_MAD3_0167', 'BDM_MAC3_0165', 'BDM_MAD3_0244', 'BDM_MAC3_0111']"
1054,구미중3_기말대비3_022,,,,"[3, 3, 0, 4, 1, 5, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0139', 'BDM_MAD3_0165', 'BDM_MAD3_0073', 'BDM_MAC3_0098', 'BDM_MAC3_0211', 'BDM_MAC3_0016', 'BDM_MAD3_0015', 'BDM_MAD3_0148']"
1055,구미중3_기말대비3_023,,,,"[2, 4, 3, 3, 2, 4, 1, 16]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0078', 'BDM_MAC3_0233', 'BDM_MAC3_0142', 'BDM_MAC3_0143', 'BDM_MAD3_0187', 'BDM_MAC3_0065', 'BDM_MAD3_0270', 'BDM_MAD3_0143']"
1056,구미중3_기말대비3_024,,,,"[3, 3, 6, 4, 5, 4, 3, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0063', 'BDM_MAC3_0250', 'BDM_MAC3_0181', 'BDM_MAC3_0135', 'BDM_MAC3_0097', 'BDM_MAC3_0177', 'BDM_MAD3_0220', 'BDM_MAC3_0021']"
1057,구미중3_기말대비3_025,,,,"[2, 4, 4, 1, 30, 1, 3, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0225', 'BDM_MAD3_0218', 'BDM_MAD3_0105', 'BDM_MAD3_0129', 'BDM_MAD3_0271', 'BDM_MAC3_0175', 'BDM_MAD3_0257', 'BDM_MAC3_0070']"
1058,구미중3_기말대비3_026,,,,"[2, 2, 4, 3, 2, 3, 4, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0007', 'BDM_MAD3_0190', 'BDM_MAD3_0126', 'BDM_MAC3_0247', 'BDM_MAD3_0160', 'BDM_MAD3_0122', 'BDM_MAC3_0176', 'BDM_MAC3_0027']"
1059,구미중3_기말대비3_027,,,,"[18, 5, 3, 4, 4, 5, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0081', 'BDM_MAC3_0151', 'BDM_MAC3_0103', 'BDM_MAD3_0045', 'BDM_MAD3_0029', 'BDM_MAC3_0134', 'BDM_MAD3_0109', 'BDM_MAC3_0225']"
1060,구미중3_기말대비3_028,,,,"[5, 5, 2, 6, 10, 27, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAD3_0007', 'BDM_MAD3_0103', 'BDM_MAD3_0213', 'BDM_MAC3_0084', 'BDM_MAC3_0204', 'BDM_MAC3_0040', 'BDM_MAD3_0240', 'BDM_MAD3_0151']"
1061,구미중3_기말대비3_029,,,,"[2, 5, 2, 2, 1, 5, 1, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0046', 'BDM_MAC3_0009', 'BDM_MAD3_0021', 'BDM_MAD3_0183', 'BDM_MAD3_0034', 'BDM_MAC3_0251', 'BDM_MAD3_0019', 'BDM_MAD3_0156']"
1062,구미중3_기말대비3_030,,,,"['1', '2,4', '3', '2', '4', '4', '5', '5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/13,70,"['BDM_MAC3_0106', 'BDM_MAD3_0106', 'BDM_MAD3_0138', 'BDM_MAD3_0093', 'BDM_MAC3_0216', 'BDM_MAD3_0030', 'BDM_MAD3_0040', 'BDM_MAC3_0107']"
1063,수능모의1_001,,,,"[4, 18, 1, 3, 3, 4, 5, 1]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/14,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
1064,수능모의1_002,,,,"[6, 9, 3, 2, 5, 1, 3, 2]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/14,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
1065,조건부+독립시행_001,,,,"[2, 4, 5, 4, 4, 3, 2, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/17,71,"['BDH_FBB3_0017', 'BDH_FBB3_0066', 'BDH_FBB3_0044', 'BDH_FBB3_0049', 'BDH_FBB3_0114', 'BDH_FBB3_0006', 'BDH_FBB3_0068', 'BDH_FBB3_0089']"
1066,조건부+독립시행_002,,,,"[5, 2, 3, 2, 2, 5, 9, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/17,71,"['BDH_FBB3_0100', 'BDH_FBB3_0036', 'BDH_FBB3_0020', 'BDH_FBB3_0115', 'BDH_FBB3_0121', 'BDH_FBB3_0084', 'BDH_FBB3_0082', 'BDH_FBB3_0013']"
1067,조건부+독립시행_003,,,,"[13, 3, 3, 4, 2, 2, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/17,71,"['BDH_FBB3_0065', 'BDH_FBB3_0120', 'BDH_FBC3_0006', 'BDH_FBB3_0090', 'BDH_FBB3_0011', 'BDH_FBB3_0007', 'BDH_FBB3_0079', 'BDH_FBB3_0024']"
1068,조건부+독립시행_004,,,,"[4, 25, 1, 2, 4, 1, 4, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/17,71,"['BDH_FBB3_0063', 'BDH_FBB3_0060', 'BDH_FBB3_0042', 'BDH_FBB3_0032', 'BDH_FBB3_0085', 'BDH_FBB3_0057', 'BDH_FBB3_0119', 'BDH_FBB3_0014']"
1069,조건부+독립시행_005,,,,"[11, 4, 11, 11, 4, 5, 3, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/17,71,"['BDH_FBC3_0003', 'BDH_FBC3_0020', 'BDH_FBC3_0015', 'BDH_FBC3_0007', 'BDH_FBB3_0018', 'BDH_FBB3_0091', 'BDH_FBB3_0004', 'BDH_FBB3_0045']"
1081,김현영_오답노트(2023년06월21일),,,,"[12, 1, 2, 3, 4, 3, 4, 34, 3, 5, 2, 2]","[8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1440.0,2023/06/21,0,"['BDM_MAC3_0020', 'BDM_MAD3_0269', 'BDM_MAC3_0141', 'BDM_MAC3_0193', 'BDM_MAD3_0036', 'BDM_MAC3_0203', 'BDH_ABB3_0063', 'BDH_ABB3_0071', 'BDH_ABB3_0150', 'BDH_ABB4_0009', 'BDH_ABB3_0145', 'BDH_ABC4_0007']"
1082,전효린_오답노트(2023년06월21일),,,,"['1', '5', '1,5', '1', '5', '1,5', '1', '5', '1,5', '5', '5', '3']","[8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",1440.0,2023/06/21,0,"['BDH_ABE3_0150', 'BDH_ABE3_0089', 'BDH_ABE4_0014', 'BDH_ABE3_0150', 'BDH_ABE3_0089', 'BDH_ABE4_0014', 'BDH_ABE3_0150', 'BDH_ABE3_0089', 'BDH_ABE4_0014', 'BDH_ABE3_0020', 'BDH_ABE3_0020', 'BDH_ABD4_0031']"
1083,도개고1_기말대비1_001,,,,"[1, 3, 3, 5, 2, 10, 2, 2]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,0,"['SNH_A2021I2_0001', 'SNH_A2020J3_0005', 'SNH_A2022I3_0001', 'SNH_A2021K3_0001', 'SNH_A2022J3_0003', 'SNH_A2020K3_0005', 'SNH_A2021K3_0003', 'SNH_A2020K4_0002']"
1084,도개고1_기말대비1_002,,,,"[3, 5, 3, 1, 8, 5, 1, 10]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,0,"['SNH_A2020H2_0001', 'SNH_A2022H3_0001', 'SNH_A2020J3_0002', 'SNH_A2022J3_0001', 'SNH_A2021J3_0001', 'SNH_A2020K3_0001', 'SNH_A2022K3_0001', 'SNH_A2022H4_0003']"
1085,도개고1_기말대비1_003,,,,"[5, 1, 1, 24, 5, 7, 1, 4]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,0,"['SNH_A2020H2_0002', 'SNH_A2021J3_0002', 'SNH_A2020J3_0003', 'SNH_A2022L3_0001', 'SNH_A2021L3_0002', 'SNH_A2020L3_0001', 'SNH_A2020K3_0004', 'SNH_A2020K4_0001']"
1086,구미고1_기말대비1_001,,,,"[4, -5, -19, 3, 4, 1, 7, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/21,72,"['BDH_BBB3_0112', 'BDH_BBB3_0070', 'BDH_BBB3_0052', 'BDH_BBB3_0087', 'BDH_BBB3_0105', 'BDH_BBA3_0018', 'BDH_BBB3_0004', 'BDH_BBA3_0006']"
1087,구미고1_기말대비1_002,,,,"[3, 2, 4, 3, 3, 4, 4, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/21,72,"['BDH_BBA3_0025', 'BDH_BBA3_0016', 'BDH_BBB3_0044', 'BDH_BBB3_0103', 'BDH_BBB3_0013', 'BDH_BBB3_0110', 'BDH_BBB3_0024', 'BDH_BBB3_0107']"
1088,구미고1_기말대비1_003,,,,"[1, 9, 12, 1, 4, 3, 4, 2]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/21,72,"['BDH_BBB3_0079', 'BDH_BBB3_0085', 'BDH_BBB3_0066', 'BDH_BBB3_0051', 'BDH_BBA3_0015', 'BDH_BBB3_0092', 'BDH_BBB3_0028', 'BDH_BBB3_0113']"
1089,구미고1_기말대비1_004,,,,"[25, 4, 2, 2, 5, 8, 4, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/21,72,"['BDH_BBA3_0058', 'BDH_BBB3_0118', 'BDH_BBA3_0063', 'BDH_BBB3_0096', 'BDH_BBB3_0093', 'BDH_BBB3_0094', 'BDH_BBB3_0043', 'BDH_BBB3_0036']"
1090,구미고1_기말대비1_005,,,,"[13, 1, 4, 3, 3, -2, 7, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/21,72,"['BDH_BBB3_0001', 'BDH_BBA3_0022', 'BDH_BBB3_0015', 'BDH_BBA3_0008', 'BDH_BBA3_0010', 'BDH_BBA3_0033', 'BDH_BBA3_0038', 'BDH_BBB3_0063']"
1091,구미고1_기말대비2_001,,,,"[3, 5, 4, 4, 1, 8, 5, 40]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,73,"['SNH_B2019M2_0001', 'SNH_B2021M3_0001', 'SNH_B2022P3_0002', 'SNH_B2021N3_0001', 'SNH_B2022Q3_0001', 'SNH_B2022M3_0002', 'SNH_B2019R3_0002', 'SNH_B2019P4_0002']"
1092,구미고1_기말대비2_002,,,,"[2, 3, 1, 12, 5, 1, 8, 1]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,73,"['SNH_B2022N2_0001', 'SNH_B2021P3_0001', 'SNH_A2021L3_0001', 'SNH_B2019R3_0006', 'SNH_B2022R3_0001', 'SNH_A2021L3_0003', 'SNH_B2022O3_0001', 'SNH_B2022Q4_0001']"
1093,구미고1_기말대비2_003,,,,"[2, 2, 15, 2, 2, 1, 1, 3]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,73,"['SNH_B2019M2_0003', 'SNH_B2020P3_0001', 'SNH_B2019R3_0003', 'SNH_B2019P3_0005', 'SNH_B2019P3_0004', 'SNH_B2022N3_0001', 'SNH_B2019P3_0001', 'SNH_B2020Q4_0001']"
1094,구미고1_기말대비2_004,,,,"[2, 11, 5, 6, 4, 2, 3, 5]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,73,"['SNH_B2021M2_0001', 'SNH_B2019Q3_0002', 'SNH_A2021L3_0004', 'SNH_A2022L3_0002', 'SNH_B2019Q3_0001', 'SNH_B2022M3_0001', 'SNH_B2019P3_0002', 'SNH_A2020L4_0001']"
1095,구미고1_기말대비2_005,,,,"[3, 4, 7, 5, 6, 96, 33, 12]","[5, 10, 10, 10, 11, 11, 11, 32]","[30, 60, 60, 60, 60, 60, 60, 180]",570.0,2023/06/21,73,"['SNH_B2022M2_0001', 'SNH_B2019P3_0003', 'SNH_A2020L3_0001', 'SNH_B2019M3_0002', 'SNH_B2020R3_0001', 'SNH_B2019R3_0004', 'SNH_B2020M3_0002', 'SNH_A2022L4_0001']"
1096,구미고2_수학2_정적분 활용_기본_001,,,,"[3, 2, 80, 1, 3, 4, 3, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/22,74,"[0, 0, 0, 0, 0, 0, 0, 0]"
1097,구미고2_수학2_정적분 활용_기본_002,,,,"[2, 1, 4, 5, 3, 1, 20, 6]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/06/22,74,"[0, 0, 0, 0, 0, 0, 0, 0]"
1098,김현영_오답노트(2023년06월22일),,,,"['4', '3', '3', '3', '255', '3', '10', '12', '1', '2', '3', '4', '3', '4', '34', '3', '5', '2', '2', '5', '21', '-8', '4', '4', '3', '1', '5', '-2', '2', '3', '2', '2', '1', '5', '9', '5', '2', '5', '1', '3', '1', '2', '-7', '39', '3', '2', '7', '4', '1', '2', '1,4', '1', '5', '2', '5', '15', '2', '5', '4', '3', '5', '2', '31', '3,4', '21', '3', '2', '3', '1', '4', '4', '3', '2', '16', '3', '4', '4', '78', '4', '2', '10', '27', '3', '1', '3', '40', '45', '-8', '5', '30', '5', '-1', '4', '255', '2', '20', '4', '3', '2', '5', '3', '-7', '4', '2', '2', '36', '5', '28']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120, 120]",12960.0,2023/06/22,0,"['BDH_ABB3_0014', 'BDH_ABC3_0159', 'BDH_ABC3_0019', 'BDM_MAC3_0044', 'BDM_MAC3_0243', 'BDM_MAD3_0173', 'BDM_MAD3_0026', 'BDM_MAC3_0020', 'BDM_MAD3_0269', 'BDM_MAC3_0141', 'BDM_MAC3_0193', 'BDM_MAD3_0036', 'BDM_MAC3_0203', 'BDH_ABB3_0063', 'BDH_ABB3_0071', 'BDH_ABB3_0150', 'BDH_ABB4_0009', 'BDH_ABB3_0145', 'BDH_ABC4_0007', 'BDM_MAC3_0224', 'BDM_MAC3_0051', 'BDM_MAC3_0023', 'BDH_ABB3_0070', 'BDH_ABB3_0058', 'BDH_ABB3_0121', 'BDH_ABB4_0013', 'BDM_MAD3_0115', 'BDM_MAC3_0041', 'BDM_MAC3_0167', 'BDM_MAC3_0189', 'BDM_MAC3_0116', 'BDM_MAC3_0125', 'BDM_MAD3_0185', 'BDM_MAC3_0199', 'BDM_MAD3_0056', 'BDH_ABC3_0116', 'BDH_ABB3_0146', 'BDH_ABC3_0064', 'BDH_ABC4_0051', 'BDH_ABC3_0095', 'BDH_ABB3_0082', 'BDH_ABB3_0011', 'BDH_ABC3_0091', 'BDH_ABC4_0031', 'BDM_MAD3_0240', 'BDM_MAD3_0201', 'BDM_MAD3_0082', 'BDM_MAD3_0255', 'BDM_MAC3_0190', 'BDM_MAC3_0159', 'BDM_MAC3_0149', 'BDM_MAC3_0006', 'BDM_MAC3_0016', 'BDM_MAD3_0008', 'BDH_ABB3_0161', 'BDH_ABC3_0054', 'BDH_ABC3_0063', 'BDH_ABB3_0012', 'BDH_ABB3_0030', 'BDH_ABB3_0062', 'BDH_ABC4_0009', 'BDM_MAD3_0211', 'BDM_MAC3_0042', 'BDM_MAC3_0077', 'BDM_MAC3_0051', 'BDM_MAD3_0221', 'BDM_MAC3_0034', 'BDM_MAC3_0074', 'BDM_MAD3_0151', 'BDM_MAD3_0030', 'BDM_MAC3_0233', 'BDM_MAD3_0179', 'BDM_MAD3_0204', 'BDM_MAC3_0152', 'BDM_MAD3_0122', 'BDM_MAC3_0179', 'BDM_MAC3_0039', 'BDM_MAC3_0239', 'BDM_MAD3_0265', 'BDM_MAD3_0008', 'BDM_MAC3_0004', 'BDM_MAC3_0043', 'BDM_MAC3_0142', 'BDM_MAD3_0113', 'BDM_MAC3_0105', 'BDM_MAD3_0025', 'BDM_MAD3_0022', 'BDM_MAC3_0023', 'BDM_MAC3_0131', 'BDM_MAD3_0131', 'BDM_MAD3_0052', 'BDM_MAC3_0174', 'BDM_MAD3_0118', 'BDM_MAC3_0243', 'BDM_MAC3_0119', 'BDM_MAD3_0264', 'BDM_MAC3_0249', 'BDM_MAC3_0090', 'BDM_MAC3_0159', 'BDM_MAC3_0016', 'BDM_MAD3_0217', 'BDM_MAC3_0136', 'BDM_MAC3_0082', 'BDM_MAD3_0235', 'BDM_MAC3_0141', 'BDM_MAC3_0115', 'BDM_MAD3_0103', 'BDM_MAD3_0149']"
1099,현일고1_수학_기말대비3_001,,,,"[1, 3, 1, 4, 2, 1, 3, 5]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2021J3_0002', 'SNH_A2021H3_0002', 'SNH_A2022G3_0001', 'SNH_A2020F3_0004', 'SNH_A2021F3_0001', 'SNH_A2022J4_0001', 'SNH_A2020F4_0010', 'SNH_A2020F4_0002']"
1100,현일고1_수학_기말대비3_002,,,,"[2, 5, 3, 4, 1, 3, 4, 3]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2020G3_0003', 'SNH_A2020F3_0007', 'SNH_A2021G3_0004', 'SNH_A2020J3_0001', 'SNH_A2021G3_0005', 'SNH_A2022J4_0002', 'SNH_A2022H4_0001', 'SNH_A2022F4_0001']"
1101,현일고1_수학_기말대비3_003,,,,"[2, 8, 11, 160, 19, 18, 7, 164]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2022J3_0003', 'SNH_A2021J3_0001', 'SNH_A2021F3_0002', 'SNH_A2020I3_0003', 'SNH_A2021J3_0004', 'SNH_A2021F4_0006', 'SNH_A2022G4_0002', 'SNH_A2021G4_0001']"
1102,현일고1_수학_기말대비3_004,,,,"[9, 4, 4, 3, 2, 1, 3, 2]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2022F3_0002', 'SNH_A2022H3_0004', 'SNH_A2022J3_0002', 'SNH_A2020F3_0003', 'SNH_A2021G3_0001', 'SNH_A2022H4_0002', 'SNH_A2020F4_0006', 'SNH_A2020J4_0001']"
1103,현일고1_수학_기말대비3_005,,,,"[3, 2, 2, 5, 3, 4, 5, 4]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2022H3_0003', 'SNH_A2020F3_0001', 'SNH_A2020F3_0002', 'SNH_A2020I3_0002', 'SNH_A2022I3_0001', 'SNH_A2021F4_0001', 'SNH_A2021F4_0002', 'SNH_A2021H4_0002']"
1104,현일고1_수학_기말대비3_006,,,,"['1', '22', '5', '1', '3', '5', '3', '5']","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2020J3_0003', 'SNH_A2021F3_0004', 'SNH_A2021H3_0003', 'SNH_A2022G3_0004', 'SNH_A2021I3_0001', 'SNH_A2022G4_0001', 'SNH_A2021F4_0003', 'SNH_A2021J4_0001']"
1105,현일고1_수학_기말대비3_007,,,,"[3, 4, 5, 5, 3, 10, 3, 5]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2020H3_0001', 'SNH_A2021G3_0003', 'SNH_A2021F3_0006', 'SNH_A2021F3_0003', 'SNH_A2022G3_0003', 'SNH_A2022H4_0003', 'SNH_A2021F4_0005', 'SNH_A2020J4_0003']"
1106,현일고1_수학_기말대비3_008,,,,"[1, 3, 3, 7, 13, 13, 3, 30]","[7, 7, 7, 7, 7, 21, 22, 22]","[60, 60, 60, 60, 60, 180, 180, 180]",840.0,2023/06/22,75,"['SNH_A2020G3_0001', 'SNH_A2021F3_0005', 'SNH_A2020J3_0002', 'SNH_A2021J3_0003', 'SNH_A2020F3_0005', 'SNH_A2020F4_0007', 'SNH_A2020F4_0001', 'SNH_A2021H4_0001']"
